name,planet_status,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min
K2-409 b,Confirmed,0.02121,0.01277,0.01277,,,,0.22143,0.0141
K2-411 b,Confirmed,,,,,,,0.088305,0.0045
K2-412 b,Confirmed,,,,,,,0.18878,0.009
K2-413 b,Confirmed,,,,,,,0.067794,0.004425
K2-413 c,Confirmed,,,,,,,0.109975,0.00529
K2-414 b,Confirmed,,,,,,,0.10875,0.0062
K2-414 c,Confirmed,,,,,,,0.172068,0.0054
K2-415 b,Confirmed,0.009,0.0085,0.0085,,,,0.09055,0.00455
K2-416 b,Confirmed,0.023,0.0101,0.0192,,,,0.241,0.0152
K2-417 b,Confirmed,0.0299,0.0107,0.022,,,,0.2837,0.0125
K2-418 b,Confirmed,0.0327,0.005,0.005,,,,0.2079,0.008
K2-419 Ab,Confirmed,0.617,0.047,0.047,,,,0.941,0.034
K2-42 b,Confirmed,,,,,,,0.192,0.021
K2-43 b,Confirmed,,,,,,,0.402,0.017
K2-43 c,Confirmed,,,,,,,0.216,0.01
K2-44 b,Confirmed,0.0379,,,0.0378,,,0.245,0.021
K2-45 b,Confirmed,,,,,,,0.599,0.0
K2-46 b,Confirmed,,,,,,,0.183,0.021
K2-47 b,Confirmed,,,,,,,0.169,0.023
K2-48 b,Confirmed,,,,,,,0.2,0.021
K2-49 b,Confirmed,,,,,,,0.172,0.047
K2-4 b,Confirmed,,,,,,,0.187,0.017
K2-50 b,Confirmed,,,,,,,0.142,0.021
K2-50 c,Confirmed,,,,,,,0.089,0.01
K2-52 b,Confirmed,0.4046,,,,,,1.606,0.196
K2-53 b,Confirmed,0.0289,0.0079,0.0079,,,,0.232,0.009
K2-54 Bb,Confirmed,,,,,,,0.103,0.017
K2-55 b,Confirmed,0.138,0.0167,0.0167,,,,0.341,0.029
K2-57 b,Confirmed,,,,,,,0.187,0.022
K2-58 b,Confirmed,,,,,,,0.239,0.033
K2-58 c,Confirmed,,,,,,,0.145,0.021
K2-58 d,Confirmed,,,,,,,0.153,0.022
K2-59 b,Confirmed,,,,,,,0.215,0.028
K2-59 c,Confirmed,,,,,,,0.205,0.026
K2-5 b,Confirmed,,,,,,,0.17,0.039
K2-5 c,Confirmed,,,,,,,0.202,0.055
K2-60 b,Confirmed,0.426,0.037,0.037,,,,0.683,0.037
K2-61 b,Confirmed,,,,,,,0.221,0.07
K2-62 b,Confirmed,,,,,,,0.191,0.019
K2-62 c,Confirmed,,,,,,,0.191,0.02
K2-63 b,Confirmed,,,,,,,0.287,0.088
K2-63 c,Confirmed,,,,,,,0.348,0.107
K2-64 b,Confirmed,,,,,,,0.185,0.023
K2-65 b,Confirmed,,,,,,,0.141,0.034
K2-66 b,Confirmed,0.06702,0.01133,0.01133,,,,0.222,0.021
K2-68 b,Confirmed,,,,,,,0.141,0.021
K2-69 b,Confirmed,,,,,,,0.207,0.032
K2-6 b,Confirmed,,,,,,,0.223,0.079
K2-70 b,Confirmed,,,,,,,0.258,0.042
K2-71 b,Confirmed,,,,,,,0.192,0.029
K2-72 b,Confirmed,,,,,,,0.096,0.01
K2-72 c,Confirmed,,,,,,,0.103,0.012
K2-72 d,Confirmed,,,,,,,0.09,0.011
K2-72 e,Confirmed,,,,,,,0.115,0.012
K2-73 b,Confirmed,,,,,,,0.219,0.019
K2-74 b,Confirmed,,,,,,,0.206,0.017
K2-75 b,Confirmed,,,,,,,0.238,0.029
K2-75 c,Confirmed,,,,,,,0.247,0.034
K2-77 b,Confirmed,1.9,1.9,0.0,1.9,,,0.205,0.014
K2-79 b,Confirmed,0.0371,0.0113,0.0113,,,,0.3649,0.0107
K2-7 b,Confirmed,,,,,,,0.238,0.05
K2-80 b,Confirmed,,,,,,,0.179,0.027
K2-80 c,Confirmed,,,,,,,0.131,0.021
K2-80 d,Confirmed,,,,,,,0.228,0.012
K2-81 b,Confirmed,,,,,,,0.176,0.01
K2-83 b,Confirmed,,,,,,,0.111,0.009
K2-83 c,Confirmed,,,,,,,0.132,0.009
K2-84 b,Confirmed,,,,,,,0.215,0.031
K2-84 c,Confirmed,,,,,,,0.181,0.029
K2-85 b,Confirmed,,,,,,,0.09,0.011
K2-86 b,Confirmed,,,,,,,0.175,0.024
K2-87 b,Confirmed,0.1192,0.04,0.04,,,,0.678,0.036
K2-88 b,Confirmed,,,,,,,0.11,0.022
K2-89 b,Confirmed,,,,,,,0.055,0.007
K2-8 b,Confirmed,,,,,,,0.319,0.063
K2-8 c,Confirmed,,,,,,,0.215,0.029
K2-90 b,Confirmed,0.028,0.0079,0.0079,,,,0.232,0.009
K2-90 c,Confirmed,,,,,,,0.116,0.01
K2-91 b,Confirmed,,,,,,,0.098,0.016
K2-95 b,Confirmed,1.67,1.66,0.0,,,,0.346,0.156
K2-97 b,Confirmed,1.1,0.11,0.11,,,,0.947,0.085
K2-98 b,Confirmed,0.101,0.025,0.025,,,,0.464,0.017
K2-99 b,Confirmed,0.87,0.02,0.02,,,,1.046,0.037
K2-99 c,Confirmed,,0.2,0.2,8.4,0.2,0.2,,
K2-9 b,Confirmed,,,,,,,0.201,0.086
kappa CrB b,Confirmed,,,,1.6,,,,
KELT-10 b,Confirmed,0.679,0.039,0.039,0.679,0.039,0.039,1.399,0.049
KELT-11 Ab,Confirmed,0.195,0.019,0.019,,,,1.3,0.12
KELT-12 b,Confirmed,0.95,0.14,0.14,,,,1.79,0.17
KELT-15 Ab,Confirmed,0.92,0.23,0.23,0.91,0.22,0.22,1.443,0.057
KELT-16 Ab,Confirmed,2.75,0.15,0.16,2.74,0.15,0.15,1.415,0.067
KELT-17 b,Confirmed,1.31,0.29,0.29,,,,1.525,0.06
KELT-18 Ab,Confirmed,1.176,0.036,0.036,,,,1.568,0.029
KELT-19 Ab,Confirmed,4.07,4.06,0.0,,,,1.91,0.11
KELT-20 b,Confirmed,3.518,3.517,0.0,,,,1.83,0.07
KELT-21 Ab,Confirmed,3.88,0.05,0.05,,,,1.584,0.034
KELT-22 Ab,Confirmed,3.69,0.18,0.18,,,,1.2,0.06
KELT-23 Ab,Confirmed,0.937,0.04,0.04,,,,1.29,0.02
KELT-2 Ab,Confirmed,1.486,0.088,0.088,,,,1.306,0.067
KELT-3 Ab,Confirmed,1.47,0.07,0.07,,,,1.35,0.07
KELT-4 Ab,Confirmed,0.9,0.06,0.06,0.878,0.067,0.07,1.7,0.05
KELT-6 b,Confirmed,0.44,0.02,0.02,,,,1.13,0.1
KELT-6 c,Confirmed,,0.21,0.21,3.71,0.21,0.21,,
KELT-7 b,Confirmed,1.24,0.18,0.18,,,,1.293,0.06
KELT-8 b,Confirmed,0.874,0.067,0.068,0.867,0.065,0.065,1.86,0.18
KELT-9 Ab,Confirmed,2.88,0.35,0.35,,,,1.936,0.047
Kepler-1000 b,Confirmed,,,,,,,0.425,0.028
Kepler-1001 b,Confirmed,,,,,,,0.281,0.043
Kepler-1001 c,Confirmed,,,,,,,0.141,
Kepler-1002 Ab,Confirmed,,,,,,,0.1561,0.008
Kepler-1003 b,Confirmed,,,,,,,0.159,0.02
Kepler-1004 b,Confirmed,,,,,,,0.56,0.039
Kepler-1005 b,Confirmed,,,,,,,0.134,0.013
Kepler-1006 Ab,Confirmed,,,,,,,0.137,0.012
Kepler-1007 Ab,Confirmed,,,,,,,0.128,0.006
Kepler-1008 Ab,Confirmed,,,,,,,0.116,0.008
Kepler-1009 b,Confirmed,,,,,,,0.194,0.021
Kepler-100 b,Confirmed,0.023,0.01,0.01,0.0231,0.01,0.01,0.118,0.004
Kepler-100 c,Confirmed,0.02218,,,0.0027,0.013,0.013,0.196,0.004
Kepler-100 d,Confirmed,0.00944,,,0.0094,0.0094,0.0,0.144,0.004
Kepler-100 e,Confirmed,,0.01,0.01,0.076,0.01,0.01,,
Kepler-1010 b,Confirmed,,,,,,,0.207,0.016
Kepler-1011 b,Confirmed,,,,,,,0.256,0.039
Kepler-1012 b,Confirmed,,,,,,,0.115,0.005
Kepler-1013 b,Confirmed,,,,,,,0.192,0.018
Kepler-1014 b,Confirmed,,,,,,,0.213,0.022
Kepler-1015 b,Confirmed,,,,,,,0.317,0.059
Kepler-1016 b,Confirmed,,,,,,,0.194,0.025
Kepler-1016 c,Confirmed,,,,,,,0.328,0.033
Kepler-1017 b,Confirmed,,,,,,,0.178,0.011
Kepler-1018 b,Confirmed,,,,,,,0.23,0.017
Kepler-1019 Ab,Confirmed,,,,,,,0.1526,0.009
Kepler-101 b,Confirmed,0.16,0.01,0.02,,,,0.51,0.07
Kepler-101 c,Confirmed,0.01,,,,,,0.112,0.015
Kepler-1020 b,Confirmed,,,,,,,0.203,0.008
Kepler-1021 b,Confirmed,,,,,,,0.208,0.016
Kepler-1022 b,Confirmed,,,,,,,0.211,0.025
Kepler-1023 b,Confirmed,,,,,,,0.235,0.016
Kepler-1024 b,Confirmed,,,,,,,0.349,0.023
Kepler-1025 b,Confirmed,,,,,,,0.177,0.02
Kepler-1026 b,Confirmed,,,,,,,0.197,0.013
Kepler-1027 Ab,Confirmed,,,,,,,0.079,0.002
Kepler-1028 b,Confirmed,,,,,,,0.119,0.01
Kepler-1029 b,Confirmed,,,,,,,0.112,0.006
Kepler-102 b,Confirmed,0.01353,0.0135,0.0,,,,0.042,0.002
Kepler-102 c,Confirmed,0.00944,0.00944,0.0,0.009,0.00899,0.0,0.052,0.002
Kepler-102 d,Confirmed,0.012,0.006,0.006,,,,0.105,0.004
Kepler-102 e,Confirmed,0.028,0.006,0.006,,,,0.198,0.006
Kepler-102 f,Confirmed,0.01636,0.01636,0.0,,,,0.079,0.003
Kepler-1030 b,Confirmed,,,,,,,0.221,0.016
Kepler-1031 Ab,Confirmed,,,,,,,0.078,0.01
Kepler-1032 Ab,Confirmed,,,,,,,0.167,0.007
Kepler-1033 b,Confirmed,,,,,,,0.224,0.016
Kepler-1034 b,Confirmed,,,,,,,0.202,0.012
Kepler-1035 Ab,Confirmed,,,,,,,0.1231,0.008
Kepler-1036 b,Confirmed,,,,,,,0.269,0.047
Kepler-1037 b,Confirmed,,,,,,,0.114,0.006
Kepler-1038 b,Confirmed,,,,,,,0.315,0.035
Kepler-1038 c,Confirmed,,,,,,,0.12633,
Kepler-1039 b,Confirmed,,,,,,,0.13,0.02
Kepler-103 b,Confirmed,0.031,0.027,0.027,,,,0.301,0.008
Kepler-103 c,Confirmed,0.114,0.079,0.079,,,,0.459,0.012
Kepler-1040 Ab,Confirmed,,,,,,,0.2034,0.018
Kepler-1041 b,Confirmed,,,,,,,0.262,0.047
Kepler-1042 b,Confirmed,,,,,,,0.195,0.014
Kepler-1043 b,Confirmed,,,,,,,0.227,0.021
Kepler-1044 b,Confirmed,,,,,,,0.238,0.026
Kepler-1045 b,Confirmed,,,,,,,0.24,0.014
Kepler-1046 Ab,Confirmed,,,,,,,0.153,0.01
Kepler-1047 b,Confirmed,,,,,,,0.186,0.015
Kepler-1047 c,Confirmed,,,,,,,0.088,0.008
Kepler-1048 Ab,Confirmed,,,,,,,0.144,0.007
Kepler-1049 b,Confirmed,,,,,,,0.085,0.014
Kepler-104 Ab,Confirmed,0.031314,0.008848,0.008848,0.03129,0.00884,0.00884,0.2123,0.0054
Kepler-104 Ac,Confirmed,0.0224785,0.012249,0.012249,,,,0.2105,0.00687
Kepler-104 Ad,Confirmed,5.54,4.629,4.629,5.54,4.628,4.628,0.23508,0.01285
Kepler-1050 b,Confirmed,,,,,,,0.143,0.016
Kepler-1050 c,Confirmed,,,,,,,0.132,0.014
Kepler-1051 b,Confirmed,,,,,,,0.303,0.06
Kepler-1052 b,Confirmed,,,,,,,0.261,0.028
Kepler-1053 b,Confirmed,,,,,,,0.087,0.004
Kepler-1054 b,Confirmed,,,,,,,0.235,0.047
Kepler-1055 b,Confirmed,,,,,,,0.11,0.005
Kepler-1056 b,Confirmed,,,,,,,0.269,0.054
Kepler-1057 b,Confirmed,,,,,,,0.3,0.046
Kepler-1058 Ab,Confirmed,,,,,,,0.1882,0.017
Kepler-1059 b,Confirmed,,,,,,,0.154,0.013
Kepler-105 b,Confirmed,0.016,0.0129,0.0198,,,,0.429,0.136
Kepler-105 c,Confirmed,0.01447,0.00267,0.00289,,,,0.117,0.006
Kepler-1060 b,Confirmed,,,,,,,0.212,0.026
Kepler-1061 b,Confirmed,,,,,,,0.177,0.033
Kepler-1062 Ab,Confirmed,,,,,,,0.157,0.009
Kepler-1063 Ab,Confirmed,,,,,,,0.1856,0.0491
Kepler-1064 Ab,Confirmed,,,,,,,0.138,0.004
Kepler-1065 b,Confirmed,,,,,,,0.333,0.032
Kepler-1065 c,Confirmed,,,,,,,0.143,0.015
Kepler-1066 b,Confirmed,,,,,,,0.211,0.029
Kepler-1067 b,Confirmed,,,,,,,0.071,0.005
Kepler-1067 c,Confirmed,,,,,,,0.15584,
Kepler-1068 b,Confirmed,,,,,,,0.324,0.033
Kepler-1069 b,Confirmed,,,,,,,0.143,0.012
Kepler-106 b,Confirmed,0.01668,,,0.00047,0.0088,0.0088,0.073,0.01
Kepler-106 c,Confirmed,0.033,0.01,0.01,,,,0.223,0.029
Kepler-106 d,Confirmed,0.02549,,,,,,0.085,0.012
Kepler-106 e,Confirmed,0.035,0.018,0.018,0.03514,0.018,0.018,0.228,0.029
Kepler-1070 b,Confirmed,,,,,,,0.154,0.022
Kepler-1071 Ab,Confirmed,,,,,,,0.212,0.012
Kepler-1072 b,Confirmed,,,,,,,0.141,0.021
Kepler-1073 b,Confirmed,,,,,,,0.205,0.022
Kepler-1073 c,Confirmed,,,,,,,0.146,0.016
Kepler-1073 d,Confirmed,,,,,,,0.132725,
Kepler-1074 b,Confirmed,,,,,,,0.112,0.008
Kepler-1075 Ab,Confirmed,,,,,,,0.127,0.029
Kepler-1076 Ab,Confirmed,,,,,,,0.071,0.003
Kepler-1077 b,Confirmed,,,,,,,0.247,0.029
Kepler-1078 b,Confirmed,,,,,,,0.17,0.029
Kepler-1079 Ab,Confirmed,,,,,,,0.1579,0.0339
Kepler-107 b,Confirmed,0.01104,0.00478,0.00478,,,,0.137,0.002
Kepler-107 c,Confirmed,0.02954,0.00557,0.00557,,,,0.142,0.002
Kepler-107 d,Confirmed,0.01196,,,,,,0.077,0.005
Kepler-107 e,Confirmed,0.02706,0.01133,0.01133,,,,0.259,0.003
Kepler-1080 b,Confirmed,,,,,,,0.293,0.045
Kepler-1081 b,Confirmed,,,,,,,0.09,0.006
Kepler-1082 b,Confirmed,,,,,,,0.1,0.012
Kepler-1083 b,Confirmed,,,,,,,0.3,0.056
Kepler-1084 Ab,Confirmed,,,,,,,0.099,0.013
Kepler-1085 b,Confirmed,,,,,,,0.644,0.066
Kepler-1085 c,Confirmed,,,,,,,0.292,
Kepler-1086 Bb,Confirmed,,,,,,,0.1909,0.009
Kepler-1086 Bc,Confirmed,,,,,,,0.2569,0.0116
Kepler-1087 Ab,Confirmed,,,,,,,0.074,0.017
Kepler-1088 b,Confirmed,,,,,,,0.127,0.009
Kepler-1089 b,Confirmed,,,,,,,0.163,0.03
Kepler-108 Bb,Confirmed,,,,,,,0.732,0.0491
Kepler-108 Bc,Confirmed,,,,,,,0.6941,0.0464
Kepler-1090 Ab,Confirmed,,,,,,,0.201,0.015
Kepler-1090 Ac,Confirmed,,,,,,,0.29369,
Kepler-1091 b,Confirmed,,,,,,,0.13,0.017
Kepler-1092 b,Confirmed,,,,,,,0.185,0.021
Kepler-1093 b,Confirmed,,,,,,,0.174,0.022
Kepler-1093 c,Confirmed,,,,,,,0.175,0.024
Kepler-1094 b,Confirmed,,,,,,,0.284,0.041
Kepler-1095 b,Confirmed,,,,,,,0.108,0.011
Kepler-1096 b,Confirmed,,,,,,,0.111,0.007
Kepler-1097 b,Confirmed,,,,,,,0.291,0.023
Kepler-1098 b,Confirmed,,,,,,,0.116,0.012
Kepler-1099 b,Confirmed,,,,,,,0.252,0.045
Kepler-109 b,Confirmed,0.02297,0.02297,0.0,,,,0.211,0.006
Kepler-109 c,Confirmed,0.06859,0.06859,0.0,,,,0.225,0.006
Kepler-10 b,Confirmed,0.01019,0.00101,0.00101,,,,0.1311,0.0018
Kepler-10 c,Confirmed,0.03552,0.0038,0.0038,,,,0.2101,0.00196
Kepler-10 d,Confirmed,,0.00676,0.00676,0.038,0.00676,0.00676,,
Kepler-1100 b,Confirmed,,,,,,,0.156,0.026
Kepler-1101 b,Confirmed,,,,,,,0.22,0.019
Kepler-1102 b,Confirmed,,,,,,,0.237,0.021
Kepler-1103 b,Confirmed,,,,,,,0.203,0.024
Kepler-1104 b,Confirmed,,,,,,,0.11,0.009
Kepler-1105 b,Confirmed,,,,,,,0.179,0.022
Kepler-1106 b,Confirmed,,,,,,,0.147,0.021
Kepler-1107 b,Confirmed,,,,,,,0.12,0.007
Kepler-1108 b,Confirmed,,,,,,,0.13,0.01
Kepler-1109 b,Confirmed,,,,,,,0.195,0.021
Kepler-110 b,Confirmed,,,,,,,0.163,0.032
Kepler-110 c,Confirmed,,,,,,,0.197,0.039
Kepler-1110 b,Confirmed,,,,,,,0.237,0.023
Kepler-1111 b,Confirmed,,,,,,,0.178,0.023
Kepler-1112 b,Confirmed,,,,,,,0.269,0.046
Kepler-1113 b,Confirmed,,,,,,,0.251,0.032
Kepler-1114 b,Confirmed,,,,,,,0.12,0.006
Kepler-1115 b,Confirmed,,,,,,,0.152,0.018
Kepler-1116 b,Confirmed,,,,,,,0.227,0.02
Kepler-1117 Ab,Confirmed,,,,,,,0.099,0.007
Kepler-1118 b,Confirmed,,,,,,,0.244,0.038
Kepler-1119 b,Confirmed,,,,,,,0.171,0.027
Kepler-111 b,Confirmed,,,,,,,0.141,0.018
Kepler-111 c,Confirmed,,,,,,,0.651,0.081
Kepler-1120 b,Confirmed,,,,,,,0.123,0.006
Kepler-1121 b,Confirmed,,,,,,,0.17,0.041
Kepler-1122 b,Confirmed,,,,,,,0.182,0.012
Kepler-1123 b,Confirmed,,,,,,,0.149,0.01
Kepler-1124 b,Confirmed,,,,,,,0.114,0.006
Kepler-1125 b,Confirmed,,,,,,,0.164,0.016
Kepler-1126 b,Confirmed,,,,,,,0.154,0.012
Kepler-1126 c,Confirmed,,,,,,,0.15006,
Kepler-1127 b,Confirmed,,,,,,,0.175,0.037
Kepler-1128 b,Confirmed,,,,,,,0.326,0.03
Kepler-1129 b,Confirmed,,,,,,,0.264,0.029
Kepler-1129 c,Confirmed,,,,,,,0.244,0.024
Kepler-112 b,Confirmed,,,,,,,0.211,0.051
Kepler-112 c,Confirmed,,,,,,,0.214,0.052
Kepler-1130 Ab,Confirmed,,,,,,,0.07565,0.009
Kepler-1130 Ac,Confirmed,,,,,,,0.05745,0.0027
Kepler-1130 Ad,Confirmed,,,,,,,0.05701,0.000259
Kepler-1131 b,Confirmed,,,,,,,0.142,0.013
Kepler-1132 b,Confirmed,,,,,,,0.21,0.015
Kepler-1133 b,Confirmed,,,,,,,0.176,0.013
Kepler-1134 b,Confirmed,,,,,,,0.236,0.023
Kepler-1135 b,Confirmed,,,,,,,0.165,0.014
Kepler-1136 b,Confirmed,,,,,,,0.146,0.008
Kepler-1137 b,Confirmed,,,,,,,0.196,0.036
Kepler-1138 b,Confirmed,,,,,,,0.152,0.012
Kepler-1139 b,Confirmed,,,,,,,0.106,0.007
Kepler-113 b,Confirmed,0.037,0.013,0.013,,,,0.162,0.004
Kepler-113 c,Confirmed,0.02737,,,0.027,0.027,0.0,0.194,0.005
Kepler-1140 b,Confirmed,,,,,,,0.247,0.033
Kepler-1141 b,Confirmed,,,,,,,0.073,0.007
Kepler-1142 b,Confirmed,,,,,,,0.131,0.016
Kepler-1143 b,Confirmed,,,,,,,0.149,0.01
Kepler-1143 c,Confirmed,,,,,,,0.321,0.031
Kepler-1144 b,Confirmed,,,,,,,0.178,0.014
Kepler-1145 b,Confirmed,,,,,,,0.125,0.01
Kepler-1146 b,Confirmed,,,,,,,0.11,0.007
Kepler-1147 b,Confirmed,,,,,,,0.233,0.045
Kepler-1148 b,Confirmed,,,,,,,0.151,0.008
Kepler-1149 Ab,Confirmed,,,,,,,0.128,0.015
Kepler-114 b,Confirmed,0.022,0.01,0.01,,,,0.112,0.012
Kepler-114 c,Confirmed,0.009,0.002,0.002,,,,0.143,0.016
Kepler-114 d,Confirmed,0.012,0.005,0.005,,,,0.226,0.007
Kepler-1150 Bb,Confirmed,,,,,,,0.2079,0.1187
Kepler-1151 b,Confirmed,,,,,,,0.198,0.015
Kepler-1152 b,Confirmed,,,,,,,0.078,0.005
Kepler-1153 b,Confirmed,,,,,,,0.154,0.01
Kepler-1154 b,Confirmed,,,,,,,0.209,0.044
Kepler-1154 c,Confirmed,,,,,,,0.211,0.044
Kepler-1155 b,Confirmed,,,,,,,0.181,0.018
Kepler-1156 b,Confirmed,,,,,,,0.118,0.008
Kepler-1157 Ab,Confirmed,,,,,,,0.0705,0.0062
Kepler-1158 b,Confirmed,,,,,,,0.209,0.041
Kepler-1159 b,Confirmed,,,,,,,0.211,0.033
Kepler-115 b,Confirmed,,,,,,,0.097,0.019
Kepler-115 c,Confirmed,,,,,,,0.232,0.045
Kepler-1160 b,Confirmed,,,,,,,0.191,0.012
Kepler-1161 b,Confirmed,,,,,,,0.19,0.012
Kepler-1162 b,Confirmed,,,,,,,0.197,0.019
Kepler-1163 b,Confirmed,,,,,,,0.092,0.01
Kepler-1164 b,Confirmed,,,,,,,0.1,0.006
Kepler-1165 b,Confirmed,,,,,,,0.138,0.017
Kepler-1165 c,Confirmed,,,,,,,0.2998,
Kepler-1166 b,Confirmed,,,,,,,0.151,0.012
Kepler-1167 b,Confirmed,,,,,,,0.153,0.011
Kepler-1168 b,Confirmed,,,,,,,0.223,0.012
Kepler-1169 b,Confirmed,,,,,,,0.084,0.005
Kepler-116 b,Confirmed,,,,,,,0.305,0.058
Kepler-116 c,Confirmed,,,,,,,0.205,0.039
Kepler-1170 b,Confirmed,,,,,,,0.215,0.015
Kepler-1171 b,Confirmed,,,,,,,0.228,0.045
Kepler-1172 b,Confirmed,,,,,,,0.285,0.025
Kepler-1173 b,Confirmed,,,,,,,0.079,0.006
Kepler-1174 b,Confirmed,,,,,,,0.142,0.014
Kepler-1175 b,Confirmed,,,,,,,0.267,0.021
Kepler-1176 b,Confirmed,,,,,,,0.219,0.029
Kepler-1177 b,Confirmed,,,,,,,0.17,0.011
Kepler-1178 Ab,Confirmed,,,,,,,0.0562,0.0036
Kepler-1179 b,Confirmed,,,,,,,0.118,0.007
Kepler-117 b,Confirmed,0.094,0.033,0.033,,,,0.719,0.024
Kepler-117 c,Confirmed,1.84,0.18,0.18,,,,1.101,0.035
Kepler-1180 b,Confirmed,,,,,,,0.178,0.024
Kepler-1181 b,Confirmed,,,,,,,0.14,0.023
Kepler-1182 b,Confirmed,,,,,,,0.215,0.045
Kepler-1183 b,Confirmed,,,,,,,0.252,0.027
Kepler-1184 b,Confirmed,,,,,,,0.239,0.027
Kepler-1185 b,Confirmed,,,,,,,0.119,0.004
Kepler-1186 b,Confirmed,,,,,,,0.199,0.02
Kepler-1187 b,Confirmed,,,,,,,0.233,0.025
Kepler-1188 b,Confirmed,,,,,,,0.186,0.02
Kepler-1189 b,Confirmed,,,,,,,0.158,0.043
Kepler-118 b,Confirmed,,,,,,,0.175,0.084
Kepler-118 c,Confirmed,,,,,,,0.685,0.306
Kepler-1190 b,Confirmed,,,,,,,0.119,0.01
Kepler-1191 b,Confirmed,,,,,,,0.135,0.01
Kepler-1192 b,Confirmed,,,,,,,0.211,0.02
Kepler-1193 b,Confirmed,,,,,,,0.118,0.015
Kepler-1194 Ab,Confirmed,,,,,,,0.135,0.008
Kepler-1195 b,Confirmed,,,,,,,0.186,0.015
Kepler-1196 b,Confirmed,,,,,,,0.199,0.019
Kepler-1197 Ab,Confirmed,,,,,,,0.0999,0.0027
Kepler-1198 b,Confirmed,,,,,,,0.131,0.009
Kepler-1199 Ab,Confirmed,,,,,,,0.103,0.014
Kepler-119 b,Confirmed,,,,,,,0.321,0.122
Kepler-119 c,Confirmed,,,,,,,0.082,0.031
Kepler-11 b,Confirmed,0.006,0.003,0.004,,,,0.161,0.004
Kepler-11 c,Confirmed,0.009,0.005,0.009,,,,0.256,0.005
Kepler-11 d,Confirmed,0.023,0.005,0.003,,,,0.278,0.006
Kepler-11 e,Confirmed,0.025,0.007,0.005,,,,0.374,0.008
Kepler-11 f,Confirmed,0.006,0.003,0.003,,,,0.222,0.006
Kepler-11 g,Confirmed,0.079,,,,,,0.297,0.007
Kepler-1200 b,Confirmed,,,,,,,0.095,0.007
Kepler-1201 b,Confirmed,,,,,,,0.204,0.038
Kepler-1202 Ab,Confirmed,,,,,,,0.262,0.028
Kepler-1203 b,Confirmed,,,,,,,0.095,0.004
Kepler-1204 b,Confirmed,,,,,,,0.272,0.027
Kepler-1205 b,Confirmed,,,,,,,0.126,0.008
Kepler-1206 b,Confirmed,,,,,,,0.146,0.007
Kepler-1207 b,Confirmed,,,,,,,0.145,0.016
Kepler-1208 b,Confirmed,,,,,,,0.207,0.012
Kepler-1209 b,Confirmed,,,,,,,0.135,0.016
Kepler-120 b,Confirmed,,,,,,,0.192,0.015
Kepler-120 c,Confirmed,,,,,,,0.136,0.008
Kepler-1210 b,Confirmed,,,,,,,0.152,0.012
Kepler-1211 b,Confirmed,,,,,,,0.227,0.037
Kepler-1212 b,Confirmed,,,,,,,0.191,0.024
Kepler-1213 b,Confirmed,,,,,,,0.106,0.009
Kepler-1214 Ab,Confirmed,,,,,,,0.211,0.01
Kepler-1215 b,Confirmed,,,,,,,0.109,0.011
Kepler-1216 b,Confirmed,,,,,,,0.124,0.01
Kepler-1217 b,Confirmed,,,,,,,0.178,0.017
Kepler-1218 b,Confirmed,,,,,,,0.128,0.012
Kepler-1219 b,Confirmed,,,,,,,0.189,0.04
Kepler-121 b,Confirmed,,,,,,,0.209,0.113
Kepler-121 c,Confirmed,,,,,,,0.203,0.112
Kepler-1220 Ab,Confirmed,,,,,,,0.136,0.017
Kepler-1221 Ab,Confirmed,,,,,,,0.168,0.014
Kepler-1222 b,Confirmed,,,,,,,0.07,0.005
Kepler-1223 b,Confirmed,,,,,,,0.109,0.007
Kepler-1224 b,Confirmed,,,,,,,0.119,0.007
Kepler-1225 b,Confirmed,,,,,,,0.162,0.021
Kepler-1226 Ab,Confirmed,,,,,,,0.129,0.013
Kepler-1227 Ab,Confirmed,,,,,,,0.204,0.021
Kepler-1228 b,Confirmed,,,,,,,0.137,0.012
Kepler-1229 Ab,Confirmed,,,,,,,0.1195,0.0125
Kepler-122 b,Confirmed,,,,,,,0.209,0.041
Kepler-122 c,Confirmed,,,,,,,0.524,0.103
Kepler-122 d,Confirmed,,,,,,,0.196,0.039
Kepler-122 e,Confirmed,,,,,,,0.232,0.048
Kepler-122 f,Confirmed,0.113,0.051,0.061,,,,0.156,0.014
Kepler-1230 b,Confirmed,,,,,,,0.242,0.026
Kepler-1231 b,Confirmed,,,,,,,0.127,0.011
Kepler-1232 b,Confirmed,,,,,,,0.172,0.014
Kepler-1233 b,Confirmed,,,,,,,0.232,0.035
Kepler-1234 b,Confirmed,,,,,,,0.251,0.072
Kepler-1235 b,Confirmed,,,,,,,0.07,0.005
Kepler-1236 b,Confirmed,,,,,,,0.191,0.02
Kepler-1237 b,Confirmed,,,,,,,0.255,0.019
Kepler-1238 b,Confirmed,,,,,,,0.172,0.037
Kepler-1239 b,Confirmed,,,,,,,0.259,0.028
Kepler-123 b,Confirmed,,,,,,,0.262,0.051
Kepler-123 c,Confirmed,,,,,,,0.132,0.027
Kepler-1240 Ab,Confirmed,,,,,,,0.103,0.009
Kepler-1241 b,Confirmed,,,,,,,0.235,0.021
Kepler-1242 b,Confirmed,,,,,,,0.202,0.012
